record_id,craft,material,technique,size,labor_hours,raw_material_cost,packaging_cost,transport_cost,complexity,customization,region,actual_selling_price
SIH-04034,Kondapalli Toys,Soft Wood,Hand Painting,Small,2.1,140,15,20,Low,Standard,South India,560
SIH-04035,Blue Pottery,Ceramic,Glazing,Medium,2.8,130,15,35,Low,Standard,West India,600
SIH-04036,Pashmina,Pashmina Wool,Hand Embroidery,Standard,40.3,4720,215,200,High,Moderate,North India,19350
SIH-04037,Blue Pottery,Ceramic,Glazing,Medium,2.4,260,25,30,Low,Light,West India,850
SIH-04038,Sikki Craft,Sikki Grass,Hand Weaving,Medium,4.2,80,15,40,Low,Standard,East India,970
SIH-04039,Sandalwood Carving,Sandalwood,Wood Carving,Medium,41.9,2590,290,400,Medium,Light,South India,14980
SIH-04040,Sandalwood Carving,Sandalwood,Wood Carving,Medium,19.3,1750,200,265,Medium,Moderate,South India,8340
SIH-04041,Kondapalli Toys,Soft Wood,Hand Painting,Large,8.5,270,50,65,High,Standard,South India,2120
SIH-04042,Moradabad Metal Craft,Brass,Metal Engraving,Small,6.5,670,65,95,Low,Moderate,North India,2850
SIH-04043,Phulkari,Cotton,Hand Embroidery,Standard,47.5,630,165,245,High,Moderate,North India,11910
SIH-04044,Moradabad Metal Craft,Brass,Metal Engraving,Large,31.8,2140,235,280,High,Standard,North India,9550
SIH-04045,Thanjavur Painting,Wood,Gold Leaf Work,Large,54.4,4310,665,965,High,Moderate,South India,29840
SIH-04046,Moradabad Metal Craft,Brass,Metal Engraving,Medium,16.3,770,145,180,Medium,Standard,North India,5570
SIH-04047,Bastar Dhokra,Bell Metal,Lost Wax Casting,Medium,35.8,2310,525,545,High,Moderate,Central India,15140
SIH-04048,Terracotta,Clay,Hand Moulding,Large,8.4,240,40,50,Medium,Moderate,East India,1530
SIH-04049,Pashmina,Pashmina Wool,Hand Embroidery,Standard,107.3,3120,365,565,Medium,Standard,North India,39420
SIH-04050,Thanjavur Painting,Wood,Gold Leaf Work,Small,27.0,1640,295,400,Medium,Light,South India,13480
SIH-04051,Sandalwood Carving,Sandalwood,Wood Carving,Small,30.1,1400,250,230,Medium,High,South India,12620
SIH-04052,Bastar Dhokra,Bell Metal,Lost Wax Casting,Large,44.2,2360,470,345,High,Moderate,Central India,14760
SIH-04053,Dhokra,Brass,Lost Wax Casting,Small,7.6,1400,85,130,Low,Standard,Central India,3810
SIH-04054,Blue Pottery,Ceramic,Glazing,Large,4.1,400,50,35,Medium,Standard,West India,1370
SIH-04055,Thanjavur Painting,Wood,Gold Leaf Work,Large,57.1,3960,745,955,High,Light,South India,29600
SIH-04056,Blue Pottery,Ceramic,Glazing,Small,3.7,180,45,60,Low,High,West India,1250
SIH-04057,Phulkari,Cotton,Hand Embroidery,Standard,25.8,730,125,210,Medium,Standard,North India,7310
SIH-04058,Blue Pottery,Ceramic,Glazing,Small,1.0,90,15,20,Low,Standard,West India,330
SIH-04059,Phulkari,Cotton,Hand Embroidery,Standard,24.0,440,90,165,Medium,Light,North India,6970
SIH-04060,Blue Pottery,Ceramic,Glazing,Large,7.0,390,35,85,Medium,Standard,West India,1730
SIH-04061,Bastar Dhokra,Bell Metal,Lost Wax Casting,Large,41.1,2640,325,290,High,Light,Central India,13680
SIH-04062,Banarasi,Silk,Handloom Weaving,Standard,161.2,6310,705,445,High,Moderate,North India,40580
SIH-04063,Kondapalli Toys,Soft Wood,Hand Painting,Medium,1.1,340,20,20,Medium,Light,South India,740
SIH-04064,Kalamkari,Cotton,Block Printing,Medium,8.8,370,40,55,Low,Standard,South India,2070
SIH-04065,Moradabad Metal Craft,Brass,Metal Engraving,Small,7.6,960,85,145,Low,Light,North India,3150
SIH-04066,Blue Pottery,Ceramic,Glazing,Medium,1.9,130,20,20,Low,Light,West India,460
SIH-04067,Phulkari,Cotton,Hand Embroidery,Standard,50.0,380,280,250,Medium,Moderate,North India,13020
SIH-04068,Pashmina,Pashmina Wool,Hand Embroidery,Standard,60.5,5640,255,385,Medium,Standard,North India,27820
SIH-04069,Sikki Craft,Sikki Grass,Hand Weaving,Medium,4.2,160,20,35,Medium,Light,East India,1040
SIH-04070,Dhokra,Brass,Lost Wax Casting,Large,31.6,1260,245,330,High,Moderate,Central India,11100
SIH-04071,Thanjavur Painting,Wood,Gold Leaf Work,Large,31.9,2500,195,315,High,Light,South India,17200
SIH-04072,Pipili Applique,Cotton,Applique,Small,7.5,170,30,35,Low,Standard,East India,1660
SIH-04073,Banarasi,Silk,Handloom Weaving,Standard,113.2,4630,580,475,High,Standard,North India,37680
SIH-04074,Thanjavur Painting,Wood,Gold Leaf Work,Medium,21.7,2090,300,245,High,Moderate,South India,12950
SIH-04075,Dhokra,Brass,Lost Wax Casting,Small,11.9,1220,80,140,Low,Moderate,Central India,4980
SIH-04076,Channapatna,Wood,Lac Turning,Large,3.9,280,25,35,Medium,Light,South India,1030
SIH-04077,Kutch Embroidery,Cotton,Hand Embroidery,Large,39.9,890,115,200,High,Standard,West India,8490
SIH-04078,Sikki Craft,Sikki Grass,Hand Weaving,Medium,5.3,150,15,45,Medium,Standard,East India,1190
SIH-04079,Sikki Craft,Sikki Grass,Hand Weaving,Large,12.7,240,40,100,Medium,Standard,East India,2760
SIH-04080,Kalamkari,Cotton,Block Printing,Small,9.0,310,30,40,Low,Moderate,South India,2580
SIH-04081,Blue Pottery,Ceramic,Glazing,Small,2.0,150,25,20,Low,Standard,West India,550
SIH-04082,Sikki Craft,Sikki Grass,Hand Weaving,Medium,5.9,120,25,30,Medium,Moderate,East India,940
SIH-04083,Terracotta,Clay,Hand Moulding,Medium,1.3,170,15,25,Low,Moderate,East India,480
SIH-04084,Blue Pottery,Ceramic,Glazing,Small,3.7,220,45,40,Low,High,West India,1100
SIH-04085,Pipili Applique,Cotton,Applique,Medium,11.1,280,25,45,Medium,Standard,East India,2600
SIH-04086,Pashmina,Pashmina Wool,Hand Embroidery,Standard,119.1,5980,395,465,Medium,Moderate,North India,39230
SIH-04087,Kondapalli Toys,Soft Wood,Hand Painting,Small,1.4,190,15,20,Low,Standard,South India,520
SIH-04088,Blue Pottery,Ceramic,Glazing,Small,1.2,160,20,20,Low,Standard,West India,460
SIH-04089,Blue Pottery,Ceramic,Glazing,Medium,6.0,290,50,60,Medium,High,West India,1500
SIH-04090,Blue Pottery,Ceramic,Glazing,Small,3.4,170,35,30,Low,Moderate,West India,1000
SIH-04091,Blue Pottery,Ceramic,Glazing,Small,3.1,190,30,55,Low,Moderate,West India,1020
SIH-04092,Channapatna,Wood,Lac Turning,Medium,5.1,90,40,55,Low,Standard,South India,1310
SIH-04093,Blue Pottery,Ceramic,Glazing,Large,3.5,600,45,40,Medium,Standard,West India,1550
SIH-04094,Channapatna,Wood,Lac Turning,Small,4.0,150,30,35,Low,Light,South India,1100
SIH-04095,Terracotta,Clay,Hand Moulding,Medium,4.8,200,20,45,Low,Light,East India,980
SIH-04096,Pipili Applique,Cotton,Applique,Large,11.4,580,40,65,High,Standard,East India,2940
SIH-04097,Blue Pottery,Ceramic,Glazing,Small,4.0,180,25,45,Low,High,West India,1080
SIH-04098,Terracotta,Clay,Hand Moulding,Medium,2.8,150,20,20,Low,High,East India,650
SIH-04099,Kashmir Walnut Wood Carving,Walnut Wood,Wood Carving,Large,50.9,940,305,300,High,Standard,North India,13590
SIH-04100,Bastar Dhokra,Bell Metal,Lost Wax Casting,Medium,21.5,1940,135,200,Medium,Moderate,Central India,7920
SIH-04101,Thanjavur Painting,Wood,Gold Leaf Work,Small,39.7,1830,530,375,Medium,High,South India,23830
SIH-04102,Madhubani,Paper,Hand Painting,Large,32.0,450,75,130,High,Moderate,East India,8740
SIH-04103,Bastar Dhokra,Bell Metal,Lost Wax Casting,Large,33.7,2830,185,465,High,Standard,Central India,11920
SIH-04104,Sikki Craft,Sikki Grass,Hand Weaving,Large,11.4,210,55,85,High,Standard,East India,2590
SIH-04105,Bastar Dhokra,Bell Metal,Lost Wax Casting,Small,13.1,1360,70,145,Low,Standard,Central India,4580
SIH-04106,Blue Pottery,Ceramic,Glazing,Large,5.9,400,75,90,Medium,Moderate,West India,2000
SIH-04107,Sikki Craft,Sikki Grass,Hand Weaving,Medium,4.6,170,25,45,Medium,Standard,East India,1150
SIH-04108,Moradabad Metal Craft,Brass,Metal Engraving,Large,10.8,1810,110,170,High,Light,North India,5700
SIH-04109,Sikki Craft,Sikki Grass,Hand Weaving,Large,14.5,280,95,115,High,Standard,East India,3160
SIH-04110,Phulkari,Cotton,Hand Embroidery,Standard,29.7,980,75,105,Medium,Light,North India,6550
SIH-04111,Madhubani,Paper,Hand Painting,Medium,12.3,190,45,40,Low,Standard,East India,2920
SIH-04112,Pipili Applique,Cotton,Applique,Small,6.3,120,20,20,Low,Light,East India,1330
SIH-04113,Moradabad Metal Craft,Brass,Metal Engraving,Medium,11.3,1220,80,175,Medium,Standard,North India,4470
SIH-04114,Madhubani,Paper,Hand Painting,Small,8.2,110,15,40,Low,Moderate,East India,1820
SIH-04115,Blue Pottery,Ceramic,Glazing,Large,7.3,520,45,90,Medium,Standard,West India,2080
SIH-04116,Pipili Applique,Cotton,Applique,Small,3.4,330,20,25,Low,Moderate,East India,1010
SIH-04117,Terracotta,Clay,Hand Moulding,Large,8.2,280,55,50,Medium,Light,East India,1930
SIH-04118,Sandalwood Carving,Sandalwood,Wood Carving,Small,24.1,1990,130,265,Medium,Light,South India,10020
SIH-04119,Channapatna,Wood,Lac Turning,Small,3.7,90,25,30,Low,Moderate,South India,1010
SIH-04120,Blue Pottery,Ceramic,Glazing,Large,5.4,430,35,60,Medium,Standard,West India,1580
SIH-04121,Kashmir Walnut Wood Carving,Walnut Wood,Wood Carving,Small,40.5,960,200,275,Medium,Moderate,North India,10770
SIH-04122,Phulkari,Cotton,Hand Embroidery,Standard,54.3,690,175,190,High,High,North India,11200
SIH-04123,Pipili Applique,Cotton,Applique,Small,5.2,190,25,25,Low,Standard,East India,1220
SIH-04124,Terracotta,Clay,Hand Moulding,Large,1.4,210,20,20,Low,Standard,East India,480
SIH-04125,Kondapalli Toys,Soft Wood,Hand Painting,Small,2.6,160,15,20,Low,Standard,South India,830
SIH-04126,Kutch Embroidery,Cotton,Hand Embroidery,Large,27.5,540,140,140,High,Standard,West India,6860
SIH-04127,Banarasi,Silk,Handloom Weaving,Standard,84.1,3250,430,360,High,Standard,North India,26400
SIH-04128,Terracotta,Clay,Hand Moulding,Large,8.6,270,55,65,Medium,Moderate,East India,2070
SIH-04129,Sikki Craft,Sikki Grass,Hand Weaving,Large,15.8,260,55,110,High,High,East India,2850
SIH-04130,Terracotta,Clay,Hand Moulding,Large,9.6,240,55,65,Medium,Standard,East India,1830
SIH-04131,Blue Pottery,Ceramic,Glazing,Medium,2.4,370,30,25,Low,Standard,West India,930
SIH-04132,Phulkari,Cotton,Hand Embroidery,Standard,47.8,610,170,295,High,High,North India,11990
SIH-04133,Blue Pottery,Ceramic,Glazing,Large,7.9,400,50,65,Medium,Standard,West India,2320
SIH-04134,Phulkari,Cotton,Hand Embroidery,Standard,20.0,480,50,100,Medium,Standard,North India,5160
SIH-04135,Kalamkari,Cotton,Block Printing,Small,6.8,210,25,35,Low,Standard,South India,1490
SIH-04136,Terracotta,Clay,Hand Moulding,Large,7.9,290,80,65,Medium,Moderate,East India,2090
SIH-04137,Moradabad Metal Craft,Brass,Metal Engraving,Medium,14.7,1330,120,140,Medium,Standard,North India,5310
SIH-04138,Sandalwood Carving,Sandalwood,Wood Carving,Small,29.0,1010,130,210,Low,Light,South India,9490
SIH-04139,Thanjavur Painting,Wood,Gold Leaf Work,Large,49.1,5110,375,870,High,Light,South India,28270
SIH-04140,Banarasi,Silk,Handloom Weaving,Standard,123.0,5420,520,435,Medium,Standard,North India,36170
SIH-04141,Phulkari,Cotton,Hand Embroidery,Standard,39.5,290,100,240,Medium,Standard,North India,10560
SIH-04142,Dhokra,Brass,Lost Wax Casting,Medium,8.3,1250,70,205,Medium,Moderate,Central India,4330
SIH-04143,Moradabad Metal Craft,Brass,Metal Engraving,Medium,26.3,1030,135,375,High,High,North India,8140
SIH-04144,Sikki Craft,Sikki Grass,Hand Weaving,Small,2.3,90,15,20,Low,Light,East India,590
SIH-04145,Kalamkari,Cotton,Block Printing,Small,3.1,500,20,35,Low,Standard,South India,1430
SIH-04146,Sikki Craft,Sikki Grass,Hand Weaving,Medium,3.9,130,15,20,Medium,Light,East India,780
SIH-04147,Sikki Craft,Sikki Grass,Hand Weaving,Small,5.1,90,30,20,Low,Standard,East India,1080
SIH-04148,Kashmir Walnut Wood Carving,Walnut Wood,Wood Carving,Small,30.6,1430,225,315,Medium,Moderate,North India,11630
SIH-04149,Pashmina,Pashmina Wool,Hand Embroidery,Standard,87.4,4170,265,525,Medium,Standard,North India,32930
SIH-04150,Moradabad Metal Craft,Brass,Metal Engraving,Medium,8.9,1020,90,100,Medium,Standard,North India,3200
SIH-04151,Terracotta,Clay,Hand Moulding,Medium,3.9,250,30,30,Low,Light,East India,1080
SIH-04152,Dhokra,Brass,Lost Wax Casting,Medium,12.6,2150,175,150,Medium,Moderate,Central India,6690
SIH-04153,Pipili Applique,Cotton,Applique,Large,12.9,240,25,50,High,Light,East India,2450
SIH-04154,Pipili Applique,Cotton,Applique,Small,5.8,210,15,30,Low,Standard,East India,1030
SIH-04155,Moradabad Metal Craft,Brass,Metal Engraving,Small,5.3,550,70,95,Low,Light,North India,2370
SIH-04156,Thanjavur Painting,Wood,Gold Leaf Work,Small,32.5,1410,270,320,Medium,Moderate,South India,17900
SIH-04157,Thanjavur Painting,Wood,Gold Leaf Work,Large,48.1,3860,375,710,High,High,South India,22460
SIH-04158,Phulkari,Cotton,Hand Embroidery,Standard,34.7,930,125,210,High,Moderate,North India,8590
SIH-04159,Banarasi,Silk,Handloom Weaving,Standard,68.9,5040,390,370,Medium,Standard,North India,23620
SIH-04160,Pipili Applique,Cotton,Applique,Large,25.0,680,110,140,Medium,Light,East India,5220
SIH-04161,Blue Pottery,Ceramic,Glazing,Small,0.8,120,15,20,Low,Moderate,West India,340
SIH-04162,Madhubani,Paper,Hand Painting,Large,59.3,240,165,220,High,Standard,East India,10380
SIH-04163,Blue Pottery,Ceramic,Glazing,Small,1.3,90,15,20,Low,Moderate,West India,360
SIH-04164,Bastar Dhokra,Bell Metal,Lost Wax Casting,Small,13.2,1230,100,225,Low,Standard,Central India,5320
SIH-04165,Kashmir Walnut Wood Carving,Walnut Wood,Wood Carving,Medium,49.2,1980,280,350,High,Moderate,North India,17830
SIH-04166,Blue Pottery,Ceramic,Glazing,Large,3.2,220,15,30,Medium,Light,West India,780
SIH-04167,Pipili Applique,Cotton,Applique,Large,9.9,540,30,50,Medium,Standard,East India,2270
SIH-04168,Blue Pottery,Ceramic,Glazing,Medium,1.2,190,15,25,Low,Light,West India,470
SIH-04169,Bastar Dhokra,Bell Metal,Lost Wax Casting,Small,12.3,1530,125,160,Low,Standard,Central India,5140
SIH-04170,Kondapalli Toys,Soft Wood,Hand Painting,Large,3.0,400,20,30,Medium,Standard,South India,1090
SIH-04171,Terracotta,Clay,Hand Moulding,Large,9.3,350,75,60,Medium,Light,East India,1850
SIH-04172,Sandalwood Carving,Sandalwood,Wood Carving,Small,23.0,1340,170,120,Low,Light,South India,6980
SIH-04173,Banarasi,Silk,Handloom Weaving,Standard,97.6,5000,490,415,High,Light,North India,34230
SIH-04174,Moradabad Metal Craft,Brass,Metal Engraving,Medium,10.5,1670,105,260,Medium,Standard,North India,5840
SIH-04175,Banarasi,Silk,Handloom Weaving,Standard,81.7,8010,470,555,High,High,North India,43500
SIH-04176,Thanjavur Painting,Wood,Gold Leaf Work,Large,56.3,3280,625,560,High,Light,South India,27250
SIH-04177,Sandalwood Carving,Sandalwood,Wood Carving,Large,18.6,4420,300,295,High,Moderate,South India,12430
SIH-04178,Moradabad Metal Craft,Brass,Metal Engraving,Large,17.2,1250,140,220,High,Light,North India,5720
SIH-04179,Madhubani,Paper,Hand Painting,Large,32.7,420,170,205,High,Moderate,East India,8970
SIH-04180,Kondapalli Toys,Soft Wood,Hand Painting,Large,5.1,240,40,35,High,Standard,South India,1550
SIH-04181,Moradabad Metal Craft,Brass,Metal Engraving,Small,11.0,860,160,210,Low,Light,North India,4380
SIH-04182,Moradabad Metal Craft,Brass,Metal Engraving,Large,18.7,2120,240,375,High,Moderate,North India,8590
SIH-04183,Channapatna,Wood,Lac Turning,Medium,5.5,190,45,40,Low,Light,South India,1380
SIH-04184,Blue Pottery,Ceramic,Glazing,Medium,5.2,200,40,35,Low,Light,West India,1390
SIH-04185,Sandalwood Carving,Sandalwood,Wood Carving,Medium,53.1,2920,430,385,High,High,South India,18780
SIH-04186,Kondapalli Toys,Soft Wood,Hand Painting,Large,8.7,410,40,45,Medium,Standard,South India,2400
SIH-04187,Moradabad Metal Craft,Brass,Metal Engraving,Large,23.9,2580,175,395,High,Standard,North India,8840
SIH-04188,Moradabad Metal Craft,Brass,Metal Engraving,Medium,14.1,1620,225,315,High,High,North India,6860
SIH-04189,Pashmina,Pashmina Wool,Hand Embroidery,Standard,86.6,5570,315,405,Medium,Standard,North India,31030
SIH-04190,Kondapalli Toys,Soft Wood,Hand Painting,Small,0.9,170,15,20,Low,Light,South India,480
SIH-04191,Banarasi,Silk,Handloom Weaving,Standard,87.9,4890,340,730,High,Moderate,North India,34650
SIH-04192,Channapatna,Wood,Lac Turning,Small,3.6,160,20,20,Low,Light,South India,980
SIH-04193,Pashmina,Pashmina Wool,Hand Embroidery,Standard,114.6,5460,400,515,High,High,North India,37320
SIH-04194,Kashmir Walnut Wood Carving,Walnut Wood,Wood Carving,Small,21.9,1070,110,215,Medium,Moderate,North India,6800
SIH-04195,Terracotta,Clay,Hand Moulding,Small,1.1,50,15,20,Low,Standard,East India,250
SIH-04196,Pipili Applique,Cotton,Applique,Large,17.0,570,60,65,Medium,Light,East India,4120
SIH-04197,Channapatna,Wood,Lac Turning,Medium,2.1,160,20,20,Low,Standard,South India,650
SIH-04198,Thanjavur Painting,Wood,Gold Leaf Work,Large,43.1,5450,500,560,High,Moderate,South India,26270
SIH-04199,Phulkari,Cotton,Hand Embroidery,Standard,30.2,570,125,170,High,Moderate,North India,6990
SIH-04200,Moradabad Metal Craft,Brass,Metal Engraving,Medium,23.5,1810,175,180,Medium,Moderate,North India,7000
SIH-04201,Thanjavur Painting,Wood,Gold Leaf Work,Large,79.3,2540,445,535,High,Moderate,South India,29210
SIH-04202,Blue Pottery,Ceramic,Glazing,Large,5.2,250,50,75,Medium,Standard,West India,1500
SIH-04203,Kashmir Walnut Wood Carving,Walnut Wood,Wood Carving,Medium,43.8,1530,360,540,High,Moderate,North India,15050
SIH-04204,Blue Pottery,Ceramic,Glazing,Medium,6.1,190,35,30,Low,High,West India,1220
SIH-04205,Bastar Dhokra,Bell Metal,Lost Wax Casting,Small,11.3,720,85,85,Low,Light,Central India,3970
SIH-04206,Thanjavur Painting,Wood,Gold Leaf Work,Large,60.2,2930,475,845,High,Light,South India,27020
SIH-04207,Terracotta,Clay,Hand Moulding,Large,7.1,240,50,65,Medium,Light,East India,1430
SIH-04208,Channapatna,Wood,Lac Turning,Medium,5.0,220,35,50,Low,Moderate,South India,1410
SIH-04209,Terracotta,Clay,Hand Moulding,Small,1.0,130,15,20,Low,Standard,East India,360
SIH-04210,Pipili Applique,Cotton,Applique,Medium,5.9,270,15,20,Low,Standard,East India,1290
SIH-04211,Dhokra,Brass,Lost Wax Casting,Medium,14.7,2540,135,310,High,High,Central India,8480
SIH-04212,Terracotta,Clay,Hand Moulding,Large,3.5,300,20,40,Medium,Standard,East India,960
SIH-04213,Dhokra,Brass,Lost Wax Casting,Small,6.6,850,60,85,Low,Standard,Central India,2760
SIH-04214,Moradabad Metal Craft,Brass,Metal Engraving,Small,7.2,420,70,130,Low,Standard,North India,2700
SIH-04215,Kutch Embroidery,Cotton,Hand Embroidery,Medium,22.4,560,115,135,Medium,Light,West India,5540
SIH-04216,Kondapalli Toys,Soft Wood,Hand Painting,Large,5.3,410,35,30,Medium,Standard,South India,1340
SIH-04217,Sandalwood Carving,Sandalwood,Wood Carving,Small,37.0,2510,185,405,Medium,High,South India,11930
SIH-04218,Blue Pottery,Ceramic,Glazing,Small,0.8,170,15,20,Low,Light,West India,400
SIH-04219,Kashmir Walnut Wood Carving,Walnut Wood,Wood Carving,Large,51.1,2300,425,465,High,Standard,North India,15440
SIH-04220,Blue Pottery,Ceramic,Glazing,Medium,3.2,330,40,50,Low,Light,West India,1210
SIH-04221,Thanjavur Painting,Wood,Gold Leaf Work,Medium,18.2,2760,305,375,Medium,Standard,South India,13890
SIH-04222,Pashmina,Pashmina Wool,Hand Embroidery,Standard,59.4,5060,240,275,Medium,Standard,North India,21200
SIH-04223,Banarasi,Silk,Handloom Weaving,Standard,109.4,4080,220,640,High,Light,North India,31610
SIH-04224,Moradabad Metal Craft,Brass,Metal Engraving,Small,2.7,740,50,80,Low,Standard,North India,1860
SIH-04225,Blue Pottery,Ceramic,Glazing,Medium,1.8,260,30,45,Low,Moderate,West India,800
SIH-04226,Channapatna,Wood,Lac Turning,Medium,1.5,200,15,20,Low,Standard,South India,540
SIH-04227,Madhubani,Paper,Hand Painting,Medium,8.0,180,35,60,Medium,Moderate,East India,2270
SIH-04228,Pipili Applique,Cotton,Applique,Small,9.1,140,35,50,Low,Standard,East India,2220
SIH-04229,Kondapalli Toys,Soft Wood,Hand Painting,Medium,5.9,330,30,35,Medium,Standard,South India,1320
SIH-04230,Pipili Applique,Cotton,Applique,Medium,9.2,300,25,60,Low,Standard,East India,2310
SIH-04231,Blue Pottery,Ceramic,Glazing,Medium,3.2,190,30,40,Low,Moderate,West India,1040
SIH-04232,Madhubani,Paper,Hand Painting,Medium,24.3,160,55,130,Medium,Standard,East India,5950
SIH-04233,Blue Pottery,Ceramic,Glazing,Medium,4.4,290,30,65,Low,Light,West India,1410
SIH-04234,Kutch Embroidery,Cotton,Hand Embroidery,Medium,24.7,570,90,120,Medium,Standard,West India,4470
SIH-04235,Thanjavur Painting,Wood,Gold Leaf Work,Large,57.7,2900,330,605,High,Standard,South India,21690
SIH-04236,Phulkari,Cotton,Hand Embroidery,Standard,56.9,690,100,145,High,Moderate,North India,10310
SIH-04237,Terracotta,Clay,Hand Moulding,Medium,2.5,200,15,25,Low,Moderate,East India,620
SIH-04238,Blue Pottery,Ceramic,Glazing,Small,3.2,210,30,25,Low,Standard,West India,1020
SIH-04239,Blue Pottery,Ceramic,Glazing,Small,4.2,220,30,45,Low,High,West India,1240
SIH-04240,Blue Pottery,Ceramic,Glazing,Small,3.2,240,20,35,Low,Standard,West India,910
